review_id,user_id,created_at,updated_at
1,2,2019/11/30 16:57:00,2019/11/30 16:57:00
1,3,2019/11/30 16:57:01,2019/11/30 16:57:01
1,4,2019/11/30 16:57:02,2019/11/30 16:57:02
1,5,2019/11/30 16:57:03,2019/11/30 16:57:03
1,6,2019/11/30 16:57:04,2019/11/30 16:57:04
1,7,2019/11/30 16:57:05,2019/11/30 16:57:05
1,8,2019/11/30 16:57:06,2019/11/30 16:57:06
1,9,2019/11/30 16:57:07,2019/11/30 16:57:07
1,10,2019/11/30 16:57:08,2019/11/30 16:57:08
1,11,2019/11/30 16:57:09,2019/11/30 16:57:09
2,2,2019/11/30 16:57:10,2019/11/30 16:57:10
2,3,2019/11/30 16:57:11,2019/11/30 16:57:11
2,4,2019/11/30 16:57:12,2019/11/30 16:57:12
2,5,2019/11/30 16:57:13,2019/11/30 16:57:13
2,6,2019/11/30 16:57:14,2019/11/30 16:57:14
2,7,2019/11/30 16:57:15,2019/11/30 16:57:15
2,8,2019/11/30 16:57:16,2019/11/30 16:57:16
2,9,2019/11/30 16:57:17,2019/11/30 16:57:17
2,10,2019/11/30 16:57:18,2019/11/30 16:57:18
2,11,2019/11/30 16:57:19,2019/11/30 16:57:19
3,2,2019/11/30 16:57:20,2019/11/30 16:57:20
3,3,2019/11/30 16:57:21,2019/11/30 16:57:21
3,4,2019/11/30 16:57:22,2019/11/30 16:57:22
3,5,2019/11/30 16:57:23,2019/11/30 16:57:23
3,6,2019/11/30 16:57:24,2019/11/30 16:57:24
3,7,2019/11/30 16:57:25,2019/11/30 16:57:25
3,8,2019/11/30 16:57:26,2019/11/30 16:57:26
3,9,2019/11/30 16:57:27,2019/11/30 16:57:27
3,10,2019/11/30 16:57:28,2019/11/30 16:57:28
3,11,2019/11/30 16:57:29,2019/11/30 16:57:29
4,2,2019/11/30 16:57:30,2019/11/30 16:57:30
4,3,2019/11/30 16:57:31,2019/11/30 16:57:31
4,4,2019/11/30 16:57:32,2019/11/30 16:57:32
4,5,2019/11/30 16:57:33,2019/11/30 16:57:33
4,6,2019/11/30 16:57:34,2019/11/30 16:57:34
4,7,2019/11/30 16:57:35,2019/11/30 16:57:35
4,8,2019/11/30 16:57:36,2019/11/30 16:57:36
4,9,2019/11/30 16:57:37,2019/11/30 16:57:37
4,10,2019/11/30 16:57:38,2019/11/30 16:57:38
4,11,2019/11/30 16:57:39,2019/11/30 16:57:39
5,2,2019/11/30 16:57:40,2019/11/30 16:57:40
5,3,2019/11/30 16:57:41,2019/11/30 16:57:41
5,4,2019/11/30 16:57:42,2019/11/30 16:57:42
5,5,2019/11/30 16:57:43,2019/11/30 16:57:43
5,6,2019/11/30 16:57:44,2019/11/30 16:57:44
5,7,2019/11/30 16:57:45,2019/11/30 16:57:45
5,8,2019/11/30 16:57:46,2019/11/30 16:57:46
5,9,2019/11/30 16:57:47,2019/11/30 16:57:47
5,10,2019/11/30 16:57:48,2019/11/30 16:57:48
5,11,2019/11/30 16:57:49,2019/11/30 16:57:49
6,2,2019/11/30 16:57:50,2019/11/30 16:57:50
6,3,2019/11/30 16:57:51,2019/11/30 16:57:51
6,4,2019/11/30 16:57:52,2019/11/30 16:57:52
6,5,2019/11/30 16:57:53,2019/11/30 16:57:53
6,6,2019/11/30 16:57:54,2019/11/30 16:57:54
6,7,2019/11/30 16:57:55,2019/11/30 16:57:55
6,8,2019/11/30 16:57:56,2019/11/30 16:57:56
6,9,2019/11/30 16:57:57,2019/11/30 16:57:57
6,10,2019/11/30 16:57:58,2019/11/30 16:57:58
6,11,2019/11/30 16:57:59,2019/11/30 16:57:59
7,2,2019/11/30 16:58:00,2019/11/30 16:58:00
7,3,2019/11/30 16:58:01,2019/11/30 16:58:01
7,4,2019/11/30 16:58:02,2019/11/30 16:58:02
7,5,2019/11/30 16:58:03,2019/11/30 16:58:03
7,6,2019/11/30 16:58:04,2019/11/30 16:58:04
7,7,2019/11/30 16:58:05,2019/11/30 16:58:05
7,8,2019/11/30 16:58:06,2019/11/30 16:58:06
7,9,2019/11/30 16:58:07,2019/11/30 16:58:07
7,10,2019/11/30 16:58:08,2019/11/30 16:58:08
7,11,2019/11/30 16:58:09,2019/11/30 16:58:09
8,2,2019/11/30 16:58:10,2019/11/30 16:58:10
8,3,2019/11/30 16:58:11,2019/11/30 16:58:11
8,4,2019/11/30 16:58:12,2019/11/30 16:58:12
8,5,2019/11/30 16:58:13,2019/11/30 16:58:13
8,6,2019/11/30 16:58:14,2019/11/30 16:58:14
8,7,2019/11/30 16:58:15,2019/11/30 16:58:15
8,8,2019/11/30 16:58:16,2019/11/30 16:58:16
8,9,2019/11/30 16:58:17,2019/11/30 16:58:17
8,10,2019/11/30 16:58:18,2019/11/30 16:58:18
8,11,2019/11/30 16:58:19,2019/11/30 16:58:19
9,2,2019/11/30 16:58:20,2019/11/30 16:58:20
9,3,2019/11/30 16:58:21,2019/11/30 16:58:21
9,4,2019/11/30 16:58:22,2019/11/30 16:58:22
9,5,2019/11/30 16:58:23,2019/11/30 16:58:23
9,6,2019/11/30 16:58:24,2019/11/30 16:58:24
9,7,2019/11/30 16:58:25,2019/11/30 16:58:25
9,8,2019/11/30 16:58:26,2019/11/30 16:58:26
9,9,2019/11/30 16:58:27,2019/11/30 16:58:27
9,10,2019/11/30 16:58:28,2019/11/30 16:58:28
9,11,2019/11/30 16:58:29,2019/11/30 16:58:29
10,2,2019/11/30 16:58:30,2019/11/30 16:58:30
10,3,2019/11/30 16:58:31,2019/11/30 16:58:31
10,4,2019/11/30 16:58:32,2019/11/30 16:58:32
10,5,2019/11/30 16:58:33,2019/11/30 16:58:33
10,6,2019/11/30 16:58:34,2019/11/30 16:58:34
10,7,2019/11/30 16:58:35,2019/11/30 16:58:35
10,8,2019/11/30 16:58:36,2019/11/30 16:58:36
10,9,2019/11/30 16:58:37,2019/11/30 16:58:37
10,10,2019/11/30 16:58:38,2019/11/30 16:58:38
10,11,2019/11/30 16:58:39,2019/11/30 16:58:39
11,2,2019/11/30 16:58:40,2019/11/30 16:58:40
11,3,2019/11/30 16:58:41,2019/11/30 16:58:41
11,4,2019/11/30 16:58:42,2019/11/30 16:58:42
11,5,2019/11/30 16:58:43,2019/11/30 16:58:43
11,6,2019/11/30 16:58:44,2019/11/30 16:58:44
11,7,2019/11/30 16:58:45,2019/11/30 16:58:45
11,8,2019/11/30 16:58:46,2019/11/30 16:58:46
11,9,2019/11/30 16:58:47,2019/11/30 16:58:47
11,10,2019/11/30 16:58:48,2019/11/30 16:58:48
11,11,2019/11/30 16:58:49,2019/11/30 16:58:49
12,2,2019/11/30 16:58:50,2019/11/30 16:58:50
12,3,2019/11/30 16:58:51,2019/11/30 16:58:51
12,4,2019/11/30 16:58:52,2019/11/30 16:58:52
12,5,2019/11/30 16:58:53,2019/11/30 16:58:53
12,6,2019/11/30 16:58:54,2019/11/30 16:58:54
12,7,2019/11/30 16:58:55,2019/11/30 16:58:55
12,8,2019/11/30 16:58:56,2019/11/30 16:58:56
12,9,2019/11/30 16:58:57,2019/11/30 16:58:57
12,10,2019/11/30 16:58:58,2019/11/30 16:58:58
12,11,2019/11/30 16:58:59,2019/11/30 16:58:59
13,2,2019/11/30 16:59:00,2019/11/30 16:59:00
13,3,2019/11/30 16:59:01,2019/11/30 16:59:01
13,4,2019/11/30 16:59:02,2019/11/30 16:59:02
13,5,2019/11/30 16:59:03,2019/11/30 16:59:03
13,6,2019/11/30 16:59:04,2019/11/30 16:59:04
13,7,2019/11/30 16:59:05,2019/11/30 16:59:05
13,8,2019/11/30 16:59:06,2019/11/30 16:59:06
13,9,2019/11/30 16:59:07,2019/11/30 16:59:07
13,10,2019/11/30 16:59:08,2019/11/30 16:59:08
13,11,2019/11/30 16:59:09,2019/11/30 16:59:09
14,2,2019/11/30 16:59:10,2019/11/30 16:59:10
14,3,2019/11/30 16:59:11,2019/11/30 16:59:11
14,4,2019/11/30 16:59:12,2019/11/30 16:59:12
14,5,2019/11/30 16:59:13,2019/11/30 16:59:13
14,6,2019/11/30 16:59:14,2019/11/30 16:59:14
14,7,2019/11/30 16:59:15,2019/11/30 16:59:15
14,8,2019/11/30 16:59:16,2019/11/30 16:59:16
14,9,2019/11/30 16:59:17,2019/11/30 16:59:17
14,10,2019/11/30 16:59:18,2019/11/30 16:59:18
14,11,2019/11/30 16:59:19,2019/11/30 16:59:19
15,2,2019/11/30 16:59:20,2019/11/30 16:59:20
15,3,2019/11/30 16:59:21,2019/11/30 16:59:21
15,4,2019/11/30 16:59:22,2019/11/30 16:59:22
15,5,2019/11/30 16:59:23,2019/11/30 16:59:23
15,6,2019/11/30 16:59:24,2019/11/30 16:59:24
15,7,2019/11/30 16:59:25,2019/11/30 16:59:25
15,8,2019/11/30 16:59:26,2019/11/30 16:59:26
15,9,2019/11/30 16:59:27,2019/11/30 16:59:27
15,10,2019/11/30 16:59:28,2019/11/30 16:59:28
15,11,2019/11/30 16:59:29,2019/11/30 16:59:29
16,2,2019/11/30 16:59:30,2019/11/30 16:59:30
16,3,2019/11/30 16:59:31,2019/11/30 16:59:31
16,4,2019/11/30 16:59:32,2019/11/30 16:59:32
16,5,2019/11/30 16:59:33,2019/11/30 16:59:33
16,6,2019/11/30 16:59:34,2019/11/30 16:59:34
16,7,2019/11/30 16:59:35,2019/11/30 16:59:35
16,8,2019/11/30 16:59:36,2019/11/30 16:59:36
16,9,2019/11/30 16:59:37,2019/11/30 16:59:37
16,10,2019/11/30 16:59:38,2019/11/30 16:59:38
16,11,2019/11/30 16:59:39,2019/11/30 16:59:39
17,2,2019/11/30 16:59:40,2019/11/30 16:59:40
17,3,2019/11/30 16:59:41,2019/11/30 16:59:41
17,4,2019/11/30 16:59:42,2019/11/30 16:59:42
17,5,2019/11/30 16:59:43,2019/11/30 16:59:43
17,6,2019/11/30 16:59:44,2019/11/30 16:59:44
17,7,2019/11/30 16:59:45,2019/11/30 16:59:45
17,8,2019/11/30 16:59:46,2019/11/30 16:59:46
17,9,2019/11/30 16:59:47,2019/11/30 16:59:47
17,10,2019/11/30 16:59:48,2019/11/30 16:59:48
17,11,2019/11/30 16:59:49,2019/11/30 16:59:49
18,2,2019/11/30 16:59:50,2019/11/30 16:59:50
18,3,2019/11/30 16:59:51,2019/11/30 16:59:51
18,4,2019/11/30 16:59:52,2019/11/30 16:59:52
18,5,2019/11/30 16:59:53,2019/11/30 16:59:53
18,6,2019/11/30 16:59:54,2019/11/30 16:59:54
18,7,2019/11/30 16:59:55,2019/11/30 16:59:55
18,8,2019/11/30 16:59:56,2019/11/30 16:59:56
18,9,2019/11/30 16:59:57,2019/11/30 16:59:57
18,10,2019/11/30 16:59:58,2019/11/30 16:59:58
18,11,2019/11/30 16:59:59,2019/11/30 16:59:59
19,2,2019/11/30 17:00:00,2019/11/30 17:00:00
19,3,2019/11/30 17:00:01,2019/11/30 17:00:01
19,4,2019/11/30 17:00:02,2019/11/30 17:00:02
19,5,2019/11/30 17:00:03,2019/11/30 17:00:03
19,6,2019/11/30 17:00:04,2019/11/30 17:00:04
19,7,2019/11/30 17:00:05,2019/11/30 17:00:05
19,8,2019/11/30 17:00:06,2019/11/30 17:00:06
19,9,2019/11/30 17:00:07,2019/11/30 17:00:07
19,10,2019/11/30 17:00:08,2019/11/30 17:00:08
19,11,2019/11/30 17:00:09,2019/11/30 17:00:09
20,2,2019/11/30 17:00:10,2019/11/30 17:00:10
20,3,2019/11/30 17:00:11,2019/11/30 17:00:11
20,4,2019/11/30 17:00:12,2019/11/30 17:00:12
20,5,2019/11/30 17:00:13,2019/11/30 17:00:13
20,6,2019/11/30 17:00:14,2019/11/30 17:00:14
20,7,2019/11/30 17:00:15,2019/11/30 17:00:15
20,8,2019/11/30 17:00:16,2019/11/30 17:00:16
20,9,2019/11/30 17:00:17,2019/11/30 17:00:17
20,10,2019/11/30 17:00:18,2019/11/30 17:00:18
20,11,2019/11/30 17:00:19,2019/11/30 17:00:19
21,2,2019/11/30 17:00:20,2019/11/30 17:00:20
21,3,2019/11/30 17:00:21,2019/11/30 17:00:21
21,4,2019/11/30 17:00:22,2019/11/30 17:00:22
21,5,2019/11/30 17:00:23,2019/11/30 17:00:23
21,6,2019/11/30 17:00:24,2019/11/30 17:00:24
21,7,2019/11/30 17:00:25,2019/11/30 17:00:25
21,8,2019/11/30 17:00:26,2019/11/30 17:00:26
21,9,2019/11/30 17:00:27,2019/11/30 17:00:27
21,10,2019/11/30 17:00:28,2019/11/30 17:00:28
21,11,2019/11/30 17:00:29,2019/11/30 17:00:29
22,2,2019/11/30 17:00:30,2019/11/30 17:00:30
22,3,2019/11/30 17:00:31,2019/11/30 17:00:31
22,4,2019/11/30 17:00:32,2019/11/30 17:00:32
22,5,2019/11/30 17:00:33,2019/11/30 17:00:33
22,6,2019/11/30 17:00:34,2019/11/30 17:00:34
22,7,2019/11/30 17:00:35,2019/11/30 17:00:35
22,8,2019/11/30 17:00:36,2019/11/30 17:00:36
22,9,2019/11/30 17:00:37,2019/11/30 17:00:37
22,10,2019/11/30 17:00:38,2019/11/30 17:00:38
22,11,2019/11/30 17:00:39,2019/11/30 17:00:39
23,2,2019/11/30 17:00:40,2019/11/30 17:00:40
23,3,2019/11/30 17:00:41,2019/11/30 17:00:41
23,4,2019/11/30 17:00:42,2019/11/30 17:00:42
23,5,2019/11/30 17:00:43,2019/11/30 17:00:43
23,6,2019/11/30 17:00:44,2019/11/30 17:00:44
23,7,2019/11/30 17:00:45,2019/11/30 17:00:45
23,8,2019/11/30 17:00:46,2019/11/30 17:00:46
23,9,2019/11/30 17:00:47,2019/11/30 17:00:47
23,10,2019/11/30 17:00:48,2019/11/30 17:00:48
23,11,2019/11/30 17:00:49,2019/11/30 17:00:49
24,2,2019/11/30 17:00:50,2019/11/30 17:00:50
24,3,2019/11/30 17:00:51,2019/11/30 17:00:51
24,4,2019/11/30 17:00:52,2019/11/30 17:00:52
24,5,2019/11/30 17:00:53,2019/11/30 17:00:53
24,6,2019/11/30 17:00:54,2019/11/30 17:00:54
24,7,2019/11/30 17:00:55,2019/11/30 17:00:55
24,8,2019/11/30 17:00:56,2019/11/30 17:00:56
24,9,2019/11/30 17:00:57,2019/11/30 17:00:57
24,10,2019/11/30 17:00:58,2019/11/30 17:00:58
24,11,2019/11/30 17:00:59,2019/11/30 17:00:59
25,2,2019/11/30 17:01:00,2019/11/30 17:01:00
25,3,2019/11/30 17:01:01,2019/11/30 17:01:01
25,4,2019/11/30 17:01:02,2019/11/30 17:01:02
25,5,2019/11/30 17:01:03,2019/11/30 17:01:03
25,6,2019/11/30 17:01:04,2019/11/30 17:01:04
25,7,2019/11/30 17:01:05,2019/11/30 17:01:05
25,8,2019/11/30 17:01:06,2019/11/30 17:01:06
25,9,2019/11/30 17:01:07,2019/11/30 17:01:07
25,10,2019/11/30 17:01:08,2019/11/30 17:01:08
25,11,2019/11/30 17:01:09,2019/11/30 17:01:09
26,2,2019/11/30 17:01:10,2019/11/30 17:01:10
26,3,2019/11/30 17:01:11,2019/11/30 17:01:11
26,4,2019/11/30 17:01:12,2019/11/30 17:01:12
26,5,2019/11/30 17:01:13,2019/11/30 17:01:13
26,6,2019/11/30 17:01:14,2019/11/30 17:01:14
26,7,2019/11/30 17:01:15,2019/11/30 17:01:15
26,8,2019/11/30 17:01:16,2019/11/30 17:01:16
26,9,2019/11/30 17:01:17,2019/11/30 17:01:17
26,10,2019/11/30 17:01:18,2019/11/30 17:01:18
26,11,2019/11/30 17:01:19,2019/11/30 17:01:19
27,2,2019/11/30 17:01:20,2019/11/30 17:01:20
27,3,2019/11/30 17:01:21,2019/11/30 17:01:21
27,4,2019/11/30 17:01:22,2019/11/30 17:01:22
27,5,2019/11/30 17:01:23,2019/11/30 17:01:23
27,6,2019/11/30 17:01:24,2019/11/30 17:01:24
27,7,2019/11/30 17:01:25,2019/11/30 17:01:25
27,8,2019/11/30 17:01:26,2019/11/30 17:01:26
27,9,2019/11/30 17:01:27,2019/11/30 17:01:27
27,10,2019/11/30 17:01:28,2019/11/30 17:01:28
27,11,2019/11/30 17:01:29,2019/11/30 17:01:29
28,2,2019/11/30 17:01:30,2019/11/30 17:01:30
28,3,2019/11/30 17:01:31,2019/11/30 17:01:31
28,4,2019/11/30 17:01:32,2019/11/30 17:01:32
28,5,2019/11/30 17:01:33,2019/11/30 17:01:33
28,6,2019/11/30 17:01:34,2019/11/30 17:01:34
28,7,2019/11/30 17:01:35,2019/11/30 17:01:35
28,8,2019/11/30 17:01:36,2019/11/30 17:01:36
28,9,2019/11/30 17:01:37,2019/11/30 17:01:37
28,10,2019/11/30 17:01:38,2019/11/30 17:01:38
28,11,2019/11/30 17:01:39,2019/11/30 17:01:39
29,2,2019/11/30 17:01:40,2019/11/30 17:01:40
29,3,2019/11/30 17:01:41,2019/11/30 17:01:41
29,4,2019/11/30 17:01:42,2019/11/30 17:01:42
29,5,2019/11/30 17:01:43,2019/11/30 17:01:43
29,6,2019/11/30 17:01:44,2019/11/30 17:01:44
29,7,2019/11/30 17:01:45,2019/11/30 17:01:45
29,8,2019/11/30 17:01:46,2019/11/30 17:01:46
29,9,2019/11/30 17:01:47,2019/11/30 17:01:47
29,10,2019/11/30 17:01:48,2019/11/30 17:01:48
29,11,2019/11/30 17:01:49,2019/11/30 17:01:49
30,2,2019/11/30 17:01:50,2019/11/30 17:01:50
30,3,2019/11/30 17:01:51,2019/11/30 17:01:51
30,4,2019/11/30 17:01:52,2019/11/30 17:01:52
30,5,2019/11/30 17:01:53,2019/11/30 17:01:53
30,6,2019/11/30 17:01:54,2019/11/30 17:01:54
30,7,2019/11/30 17:01:55,2019/11/30 17:01:55
30,8,2019/11/30 17:01:56,2019/11/30 17:01:56
30,9,2019/11/30 17:01:57,2019/11/30 17:01:57
30,10,2019/11/30 17:01:58,2019/11/30 17:01:58
30,11,2019/11/30 17:01:59,2019/11/30 17:01:59
31,2,2019/11/30 17:02:00,2019/11/30 17:02:00
31,3,2019/11/30 17:02:01,2019/11/30 17:02:01
31,4,2019/11/30 17:02:02,2019/11/30 17:02:02
31,5,2019/11/30 17:02:03,2019/11/30 17:02:03
31,6,2019/11/30 17:02:04,2019/11/30 17:02:04
31,7,2019/11/30 17:02:05,2019/11/30 17:02:05
31,8,2019/11/30 17:02:06,2019/11/30 17:02:06
31,9,2019/11/30 17:02:07,2019/11/30 17:02:07
31,10,2019/11/30 17:02:08,2019/11/30 17:02:08
31,11,2019/11/30 17:02:09,2019/11/30 17:02:09
32,2,2019/11/30 17:02:10,2019/11/30 17:02:10
32,3,2019/11/30 17:02:11,2019/11/30 17:02:11
32,4,2019/11/30 17:02:12,2019/11/30 17:02:12
32,5,2019/11/30 17:02:13,2019/11/30 17:02:13
32,6,2019/11/30 17:02:14,2019/11/30 17:02:14
32,7,2019/11/30 17:02:15,2019/11/30 17:02:15
32,8,2019/11/30 17:02:16,2019/11/30 17:02:16
32,9,2019/11/30 17:02:17,2019/11/30 17:02:17
32,10,2019/11/30 17:02:18,2019/11/30 17:02:18
32,11,2019/11/30 17:02:19,2019/11/30 17:02:19
33,2,2019/11/30 17:02:20,2019/11/30 17:02:20
33,3,2019/11/30 17:02:21,2019/11/30 17:02:21
33,4,2019/11/30 17:02:22,2019/11/30 17:02:22
33,5,2019/11/30 17:02:23,2019/11/30 17:02:23
33,6,2019/11/30 17:02:24,2019/11/30 17:02:24
33,7,2019/11/30 17:02:25,2019/11/30 17:02:25
33,8,2019/11/30 17:02:26,2019/11/30 17:02:26
33,9,2019/11/30 17:02:27,2019/11/30 17:02:27
33,10,2019/11/30 17:02:28,2019/11/30 17:02:28
33,11,2019/11/30 17:02:29,2019/11/30 17:02:29
34,2,2019/11/30 17:02:30,2019/11/30 17:02:30
34,3,2019/11/30 17:02:31,2019/11/30 17:02:31
34,4,2019/11/30 17:02:32,2019/11/30 17:02:32
34,5,2019/11/30 17:02:33,2019/11/30 17:02:33
34,6,2019/11/30 17:02:34,2019/11/30 17:02:34
34,7,2019/11/30 17:02:35,2019/11/30 17:02:35
34,8,2019/11/30 17:02:36,2019/11/30 17:02:36
34,9,2019/11/30 17:02:37,2019/11/30 17:02:37
34,10,2019/11/30 17:02:38,2019/11/30 17:02:38
34,11,2019/11/30 17:02:39,2019/11/30 17:02:39
35,2,2019/11/30 17:02:40,2019/11/30 17:02:40
35,3,2019/11/30 17:02:41,2019/11/30 17:02:41
35,4,2019/11/30 17:02:42,2019/11/30 17:02:42
35,5,2019/11/30 17:02:43,2019/11/30 17:02:43
35,6,2019/11/30 17:02:44,2019/11/30 17:02:44
35,7,2019/11/30 17:02:45,2019/11/30 17:02:45
35,8,2019/11/30 17:02:46,2019/11/30 17:02:46
35,9,2019/11/30 17:02:47,2019/11/30 17:02:47
35,10,2019/11/30 17:02:48,2019/11/30 17:02:48
35,11,2019/11/30 17:02:49,2019/11/30 17:02:49
36,2,2019/11/30 17:02:50,2019/11/30 17:02:50
36,3,2019/11/30 17:02:51,2019/11/30 17:02:51
36,4,2019/11/30 17:02:52,2019/11/30 17:02:52
36,5,2019/11/30 17:02:53,2019/11/30 17:02:53
36,6,2019/11/30 17:02:54,2019/11/30 17:02:54
36,7,2019/11/30 17:02:55,2019/11/30 17:02:55
36,8,2019/11/30 17:02:56,2019/11/30 17:02:56
36,9,2019/11/30 17:02:57,2019/11/30 17:02:57
36,10,2019/11/30 17:02:58,2019/11/30 17:02:58
36,11,2019/11/30 17:02:59,2019/11/30 17:02:59
37,2,2019/11/30 17:03:00,2019/11/30 17:03:00
37,3,2019/11/30 17:03:01,2019/11/30 17:03:01
37,4,2019/11/30 17:03:02,2019/11/30 17:03:02
37,5,2019/11/30 17:03:03,2019/11/30 17:03:03
37,6,2019/11/30 17:03:04,2019/11/30 17:03:04
37,7,2019/11/30 17:03:05,2019/11/30 17:03:05
37,8,2019/11/30 17:03:06,2019/11/30 17:03:06
37,9,2019/11/30 17:03:07,2019/11/30 17:03:07
37,10,2019/11/30 17:03:08,2019/11/30 17:03:08
37,11,2019/11/30 17:03:09,2019/11/30 17:03:09
38,2,2019/11/30 17:03:10,2019/11/30 17:03:10
38,3,2019/11/30 17:03:11,2019/11/30 17:03:11
38,4,2019/11/30 17:03:12,2019/11/30 17:03:12
38,5,2019/11/30 17:03:13,2019/11/30 17:03:13
38,6,2019/11/30 17:03:14,2019/11/30 17:03:14
38,7,2019/11/30 17:03:15,2019/11/30 17:03:15
38,8,2019/11/30 17:03:16,2019/11/30 17:03:16
38,9,2019/11/30 17:03:17,2019/11/30 17:03:17
38,10,2019/11/30 17:03:18,2019/11/30 17:03:18
38,11,2019/11/30 17:03:19,2019/11/30 17:03:19
39,2,2019/11/30 17:03:20,2019/11/30 17:03:20
39,3,2019/11/30 17:03:21,2019/11/30 17:03:21
39,4,2019/11/30 17:03:22,2019/11/30 17:03:22
39,5,2019/11/30 17:03:23,2019/11/30 17:03:23
39,6,2019/11/30 17:03:24,2019/11/30 17:03:24
39,7,2019/11/30 17:03:25,2019/11/30 17:03:25
39,8,2019/11/30 17:03:26,2019/11/30 17:03:26
39,9,2019/11/30 17:03:27,2019/11/30 17:03:27
39,10,2019/11/30 17:03:28,2019/11/30 17:03:28
39,11,2019/11/30 17:03:29,2019/11/30 17:03:29
40,2,2019/11/30 17:03:30,2019/11/30 17:03:30
40,3,2019/11/30 17:03:31,2019/11/30 17:03:31
40,4,2019/11/30 17:03:32,2019/11/30 17:03:32
40,5,2019/11/30 17:03:33,2019/11/30 17:03:33
40,6,2019/11/30 17:03:34,2019/11/30 17:03:34
40,7,2019/11/30 17:03:35,2019/11/30 17:03:35
40,8,2019/11/30 17:03:36,2019/11/30 17:03:36
40,9,2019/11/30 17:03:37,2019/11/30 17:03:37
40,10,2019/11/30 17:03:38,2019/11/30 17:03:38
40,11,2019/11/30 17:03:39,2019/11/30 17:03:39
